"subid","expt","age_group","trial_type","t.crit","item","correct","subtrial","targetAtOnset","t.crit.binned"
155,2,"4","cs",0.668,"cat",TRUE,"155_cs_cat","0","0.67"
155,2,"4","cs",0.333,"tb",TRUE,"155_cs_tb","0","0.33"
155,2,"4","cs",0.597,"tr",TRUE,"155_cs_tr","0","0.60"
155,2,"4","inf",2.248,"carrot",TRUE,"155_inf_carrot","0","2.23"
156,2,"4","cd",0.462,"bal",TRUE,"156_cd_bal","0","0.47"
156,2,"4","cs",0.326,"car",TRUE,"156_cs_car","0","0.33"
156,2,"4","cs",0.476,"cat",TRUE,"156_cs_cat","0","0.47"
156,2,"4","inf",1.173,"ap",TRUE,"156_inf_ap","0","1.17"
156,2,"4","inf",1.52,"car",TRUE,"156_inf_car","0","1.53"
156,2,"4","inf",3.44,"carrot",TRUE,"156_inf_carrot","0","3.43"
157,2,"4","cd",1.179,"bal",TRUE,"157_cd_bal","0","1.17"
157,2,"4","cd",0.234,"o",TRUE,"157_cd_o","0","0.23"
157,2,"4","cs",0.275,"o",TRUE,"157_cs_o","0","0.27"
157,2,"4","cs",0.791,"tb",TRUE,"157_cs_tb","0","0.80"
157,2,"4","inf",0.407,"ap",TRUE,"157_inf_ap","0","0.40"
158,2,"4","cd",1.121,"bal",TRUE,"158_cd_bal","0","1.13"
158,2,"4","cd",0.601,"o",TRUE,"158_cd_o","0","0.60"
158,2,"4","cs",0.731,"ban",TRUE,"158_cs_ban","0","0.73"
158,2,"4","cs",0.71,"cat",TRUE,"158_cs_cat","0","0.70"
158,2,"4","cs",0.908,"tb",TRUE,"158_cs_tb","0","0.90"
158,2,"4","inf",2.245,"car",TRUE,"158_inf_car","0","2.23"
159,2,"4","cd",0.562,"car",TRUE,"159_cd_car","0","0.57"
159,2,"4","cs",0.579,"car",TRUE,"159_cs_car","0","0.57"
159,2,"4","cs",0.08,"tb",TRUE,"159_cs_tb","0","0.07"
159,2,"4","cs",0.06,"tr",TRUE,"159_cs_tr","0","0.07"
159,2,"4","inf",0.165,"bal",TRUE,"159_inf_bal","0","0.17"
159,2,"4","inf",0.081,"bic",TRUE,"159_inf_bic","0","0.07"
159,2,"4","inf",0.22,"d",TRUE,"159_inf_d","0","0.23"
159,2,"4","inf",0.418,"f",TRUE,"159_inf_f","0","0.43"
16,1,"adult","cd",0.423,"bic",TRUE,"16_cd_bic","0","0.43"
16,1,"adult","cd",0.423,"bic",TRUE,"16_cd_bic","0","0.43"
16,1,"adult","cd",0.676,"o",TRUE,"16_cd_o","0","0.67"
16,1,"adult","cd",0.676,"o",TRUE,"16_cd_o","0","0.67"
16,1,"adult","cs",0.748,"ap",TRUE,"16_cs_ap","0","0.73"
16,1,"adult","cs",0.748,"ap",TRUE,"16_cs_ap","0","0.73"
16,1,"adult","cs",0.64,"bal",TRUE,"16_cs_bal","0","0.63"
16,1,"adult","cs",0.64,"bal",TRUE,"16_cs_bal","0","0.63"
16,1,"adult","cs",0.226,"car",TRUE,"16_cs_car","0","0.23"
16,1,"adult","cs",0.226,"car",TRUE,"16_cs_car","0","0.23"
16,1,"adult","cs",0.709,"carrot",TRUE,"16_cs_carrot","0","0.70"
16,1,"adult","cs",0.709,"carrot",TRUE,"16_cs_carrot","0","0.70"
16,1,"adult","cs",0.235,"f",TRUE,"16_cs_f","0","0.23"
16,1,"adult","cs",0.235,"f",TRUE,"16_cs_f","0","0.23"
16,1,"adult","cs",0.216,"tb",TRUE,"16_cs_tb","0","0.20"
16,1,"adult","cs",0.216,"tb",TRUE,"16_cs_tb","0","0.20"
16,1,"adult","cs",0.872,"tr",TRUE,"16_cs_tr","0","0.87"
16,1,"adult","cs",0.872,"tr",TRUE,"16_cs_tr","0","0.87"
16,1,"adult","inf",0.082,"ap",TRUE,"16_inf_ap","0","0.07"
16,1,"adult","inf",0.082,"ap",TRUE,"16_inf_ap","0","0.07"
16,1,"adult","inf",0.115,"carrot",TRUE,"16_inf_carrot","0","0.10"
16,1,"adult","inf",0.115,"carrot",TRUE,"16_inf_carrot","0","0.10"
16,1,"adult","inf",0.609,"tr",TRUE,"16_inf_tr","0","0.60"
16,1,"adult","inf",0.609,"tr",TRUE,"16_inf_tr","0","0.60"
160,2,"4","cd",0.77,"ap",TRUE,"160_cd_ap","0","0.77"
160,2,"4","cs",0.18,"tb",TRUE,"160_cs_tb","0","0.17"
160,2,"4","inf",0.631,"bal",TRUE,"160_inf_bal","0","0.63"
161,2,"3","cd",0.954,"car",TRUE,"161_cd_car","0","0.97"
161,2,"3","cs",0.413,"ban",TRUE,"161_cs_ban","0","0.40"
161,2,"3","cs",0.788,"f",TRUE,"161_cs_f","0","0.80"
161,2,"3","cs",0.788,"f",TRUE,"161_cs_f","0","0.80"
161,2,"3","cs",0.288,"tb",TRUE,"161_cs_tb","0","0.30"
161,2,"3","cs",0.193,"tr",TRUE,"161_cs_tr","0","0.20"
161,2,"3","inf",0.831,"bal",TRUE,"161_inf_bal","0","0.83"
161,2,"3","inf",0.329,"d",TRUE,"161_inf_d","0","0.33"
161,2,"3","inf",0.368,"f",TRUE,"161_inf_f","0","0.37"
162,2,"4","cd",0.101,"cat",TRUE,"162_cd_cat","0","0.10"
162,2,"4","cs",1.271,"ban",TRUE,"162_cs_ban","0","1.27"
162,2,"4","cs",0.704,"cat",TRUE,"162_cs_cat","0","0.70"
162,2,"4","inf",1.031,"bal",TRUE,"162_inf_bal","0","1.03"
162,2,"4","inf",0.956,"bic",TRUE,"162_inf_bic","0","0.97"
162,2,"4","inf",1.393,"f",TRUE,"162_inf_f","0","1.40"
163,2,"3","cd",0.796,"car",TRUE,"163_cd_car","0","0.80"
163,2,"3","cd",0.409,"cat",TRUE,"163_cd_cat","0","0.40"
163,2,"3","cs",0.523,"ap",TRUE,"163_cs_ap","0","0.53"
163,2,"3","cs",0.246,"ban",TRUE,"163_cs_ban","0","0.23"
163,2,"3","cs",0.621,"f",TRUE,"163_cs_f","0","0.63"
163,2,"3","cs",1.159,"o",TRUE,"163_cs_o","0","1.17"
163,2,"3","inf",1.356,"bic",TRUE,"163_inf_bic","0","1.37"
163,2,"3","inf",3.195,"d",TRUE,"163_inf_d","0","3.20"
163,2,"3","inf",0.768,"f",TRUE,"163_inf_f","0","0.77"
164,2,"3","cd",0.026,"carrot",TRUE,"164_cd_carrot","0","0.03"
164,2,"3","cs",0.937,"car",TRUE,"164_cs_car","0","0.93"
164,2,"3","cs",0.48,"f",TRUE,"164_cs_f","0","0.47"
165,2,"4","cd",0.578,"ap",TRUE,"165_cd_ap","0","0.57"
165,2,"4","cd",0.837,"car",TRUE,"165_cd_car","0","0.83"
165,2,"4","cd",0.226,"cat",TRUE,"165_cd_cat","0","0.23"
165,2,"4","cs",0.373,"ap",TRUE,"165_cs_ap","0","0.37"
165,2,"4","cs",0.845,"car",TRUE,"165_cs_car","0","0.83"
165,2,"4","cs",0.151,"o",TRUE,"165_cs_o","0","0.17"
165,2,"4","cs",0.488,"tb",TRUE,"165_cs_tb","0","0.50"
165,2,"4","cs",0.393,"tr",TRUE,"165_cs_tr","0","0.40"
165,2,"4","inf",1.206,"bic",TRUE,"165_inf_bic","0","1.20"
166,2,"4","cd",0.145,"ap",TRUE,"166_cd_ap","0","0.13"
166,2,"4","cd",0.159,"carrot",TRUE,"166_cd_carrot","0","0.17"
166,2,"4","cd",0.251,"cat",TRUE,"166_cd_cat","0","0.27"
166,2,"4","cs",0.698,"ap",TRUE,"166_cs_ap","0","0.70"
166,2,"4","cs",0.646,"ban",TRUE,"166_cs_ban","0","0.63"
166,2,"4","cs",0.529,"car",TRUE,"166_cs_car","0","0.53"
167,2,"4","cd",0.911,"ap",TRUE,"167_cd_ap","0","0.90"
167,2,"4","cs",0.58,"f",TRUE,"167_cs_f","0","0.57"
168,2,"3","cd",0.343,"carrot",TRUE,"168_cd_carrot","0","0.33"
168,2,"3","cs",0.571,"ban",TRUE,"168_cs_ban","0","0.57"
168,2,"3","inf",0.748,"bal",TRUE,"168_inf_bal","0","0.73"
168,2,"3","inf",0.748,"bic",TRUE,"168_inf_bic","0","0.73"
168,2,"3","inf",0.187,"d",TRUE,"168_inf_d","0","0.20"
168,2,"3","inf",0.26,"f",TRUE,"168_inf_f","0","0.27"
169,2,"3","cd",0.804,"car",TRUE,"169_cd_car","0","0.80"
169,2,"3","cs",2.146,"f",TRUE,"169_cs_f","0","2.13"
169,2,"3","inf",0.312,"d",TRUE,"169_inf_d","0","0.30"
17,1,"adult","cd",0.554,"car",TRUE,"17_cd_car","0","0.57"
17,1,"adult","cd",0.554,"car",TRUE,"17_cd_car","0","0.57"
17,1,"adult","cd",0.343,"carrot",TRUE,"17_cd_carrot","0","0.33"
17,1,"adult","cd",0.343,"carrot",TRUE,"17_cd_carrot","0","0.33"
17,1,"adult","cd",0.892,"cat",TRUE,"17_cd_cat","0","0.90"
17,1,"adult","cd",0.892,"cat",TRUE,"17_cd_cat","0","0.90"
17,1,"adult","cd",0.083,"tb",TRUE,"17_cd_tb","0","0.07"
17,1,"adult","cd",0.083,"tb",TRUE,"17_cd_tb","0","0.07"
17,1,"adult","cs",1.043,"carrot",TRUE,"17_cs_carrot","0","1.03"
17,1,"adult","cs",1.043,"carrot",TRUE,"17_cs_carrot","0","1.03"
17,1,"adult","cs",0.004,"cat",TRUE,"17_cs_cat","0","0.00"
17,1,"adult","cs",0.659,"o",TRUE,"17_cs_o","0","0.67"
17,1,"adult","cs",0.659,"o",TRUE,"17_cs_o","0","0.67"
17,1,"adult","cs",0.73,"tb",TRUE,"17_cs_tb","0","0.73"
17,1,"adult","cs",0.73,"tb",TRUE,"17_cs_tb","0","0.73"
17,1,"adult","cs",0.718,"tr",TRUE,"17_cs_tr","0","0.73"
17,1,"adult","cs",0.718,"tr",TRUE,"17_cs_tr","0","0.73"
17,1,"adult","inf",0.79,"bal",TRUE,"17_inf_bal","0","0.80"
17,1,"adult","inf",0.79,"bal",TRUE,"17_inf_bal","0","0.80"
17,1,"adult","inf",1.548,"bic",TRUE,"17_inf_bic","0","1.53"
17,1,"adult","inf",1.548,"bic",TRUE,"17_inf_bic","0","1.53"
17,1,"adult","inf",1.617,"o",TRUE,"17_inf_o","0","1.63"
17,1,"adult","inf",1.617,"o",TRUE,"17_inf_o","0","1.63"
170,2,"4","cd",0.517,"cat",TRUE,"170_cd_cat","0","0.53"
170,2,"4","cs",0.295,"car",TRUE,"170_cs_car","0","0.30"
170,2,"4","inf",0.19,"bal",TRUE,"170_inf_bal","0","0.20"
171,2,"4","cd",0.786,"ap",TRUE,"171_cd_ap","0","0.80"
171,2,"4","cs",0.398,"ap",TRUE,"171_cs_ap","0","0.40"
171,2,"4","cs",0.413,"ban",TRUE,"171_cs_ban","0","0.40"
171,2,"4","cs",0.037,"car",TRUE,"171_cs_car","0","0.03"
171,2,"4","inf",0.331,"bal",TRUE,"171_inf_bal","0","0.33"
171,2,"4","inf",0.506,"bic",TRUE,"171_inf_bic","0","0.50"
171,2,"4","inf",0.876,"f",TRUE,"171_inf_f","0","0.87"
18,1,"adult","cd",0.334,"carrot",TRUE,"18_cd_carrot","0","0.33"
18,1,"adult","cd",0.334,"carrot",TRUE,"18_cd_carrot","0","0.33"
18,1,"adult","cd",0.466,"tb",TRUE,"18_cd_tb","0","0.47"
18,1,"adult","cd",0.466,"tb",TRUE,"18_cd_tb","0","0.47"
18,1,"adult","cd",0.714,"tr",TRUE,"18_cd_tr","0","0.70"
18,1,"adult","cd",0.714,"tr",TRUE,"18_cd_tr","0","0.70"
18,1,"adult","cs",0.548,"ap",TRUE,"18_cs_ap","0","0.53"
18,1,"adult","cs",0.548,"ap",TRUE,"18_cs_ap","0","0.53"
18,1,"adult","cs",0.23,"ban",TRUE,"18_cs_ban","0","0.23"
18,1,"adult","cs",0.23,"ban",TRUE,"18_cs_ban","0","0.23"
18,1,"adult","cs",0.143,"carrot",TRUE,"18_cs_carrot","0","0.13"
18,1,"adult","cs",0.143,"carrot",TRUE,"18_cs_carrot","0","0.13"
18,1,"adult","cs",0.196,"cat",TRUE,"18_cs_cat","0","0.20"
18,1,"adult","cs",0.196,"cat",TRUE,"18_cs_cat","0","0.20"
18,1,"adult","cs",0.385,"tr",TRUE,"18_cs_tr","0","0.40"
18,1,"adult","cs",0.385,"tr",TRUE,"18_cs_tr","0","0.40"
18,1,"adult","inf",0.956,"bal",TRUE,"18_inf_bal","0","0.97"
18,1,"adult","inf",0.956,"bal",TRUE,"18_inf_bal","0","0.97"
18,1,"adult","inf",0.198,"bic",TRUE,"18_inf_bic","0","0.20"
18,1,"adult","inf",0.198,"bic",TRUE,"18_inf_bic","0","0.20"
18,1,"adult","inf",0.217,"o",TRUE,"18_inf_o","0","0.23"
18,1,"adult","inf",0.217,"o",TRUE,"18_inf_o","0","0.23"
19,1,"adult","cd",0.462,"bal",TRUE,"19_cd_bal","0","0.47"
19,1,"adult","cd",0.462,"bal",TRUE,"19_cd_bal","0","0.47"
19,1,"adult","cs",0.947,"bic",TRUE,"19_cs_bic","0","0.93"
19,1,"adult","cs",0.947,"bic",TRUE,"19_cs_bic","0","0.93"
19,1,"adult","cs",0.378,"d",TRUE,"19_cs_d","0","0.37"
19,1,"adult","cs",0.378,"d",TRUE,"19_cs_d","0","0.37"
19,1,"adult","inf",1.04,"carrot",TRUE,"19_inf_carrot","0","1.03"
19,1,"adult","inf",1.04,"carrot",TRUE,"19_inf_carrot","0","1.03"
19,1,"adult","inf",2.088,"cat",TRUE,"19_inf_cat","0","2.10"
19,1,"adult","inf",0.649,"tb",TRUE,"19_inf_tb","0","0.63"
19,1,"adult","inf",0.649,"tb",TRUE,"19_inf_tb","0","0.63"
2,1,"4","cd",0.021,"car",TRUE,"2_cd_car","0","0.03"
2,1,"4","cd",0.021,"car",TRUE,"2_cd_car","0","0.03"
2,1,"4","cd",0.318,"carrot",TRUE,"2_cd_carrot","0","0.33"
2,1,"4","cd",0.318,"carrot",TRUE,"2_cd_carrot","0","0.33"
2,1,"4","cd",0.576,"cat",TRUE,"2_cd_cat","0","0.57"
2,1,"4","cd",0.576,"cat",TRUE,"2_cd_cat","0","0.57"
2,1,"4","cs",0.551,"o",TRUE,"2_cs_o","0","0.57"
2,1,"4","cs",0.551,"o",TRUE,"2_cs_o","0","0.57"
2,1,"4","cs",0.28,"tb",TRUE,"2_cs_tb","0","0.27"
2,1,"4","cs",0.28,"tb",TRUE,"2_cs_tb","0","0.27"
2,1,"4","cs",1.001,"tr",TRUE,"2_cs_tr","0","1.00"
2,1,"4","cs",1.001,"tr",TRUE,"2_cs_tr","0","1.00"
2,1,"4","inf",1.481,"bic",TRUE,"2_inf_bic","0","1.47"
2,1,"4","inf",1.481,"bic",TRUE,"2_inf_bic","0","1.47"
2,1,"4","inf",0.095,"d",TRUE,"2_inf_d","0","0.10"
2,1,"4","inf",0.095,"d",TRUE,"2_inf_d","0","0.10"
2,1,"4","inf",1.693,"f",TRUE,"2_inf_f","0","1.70"
2,1,"4","inf",1.693,"f",TRUE,"2_inf_f","0","1.70"
20,1,"2","cd",0.646,"bal",TRUE,"20_cd_bal","0","0.63"
20,1,"2","cd",0.646,"bal",TRUE,"20_cd_bal","0","0.63"
20,1,"2","cs",0.498,"bal",TRUE,"20_cs_bal","0","0.50"
20,1,"2","cs",0.498,"bal",TRUE,"20_cs_bal","0","0.50"
20,1,"2","cs",0.889,"bic",TRUE,"20_cs_bic","0","0.90"
20,1,"2","cs",0.889,"bic",TRUE,"20_cs_bic","0","0.90"
20,1,"2","cs",0.651,"car",TRUE,"20_cs_car","0","0.67"
20,1,"2","cs",0.651,"car",TRUE,"20_cs_car","0","0.67"
20,1,"2","cs",0.543,"cat",TRUE,"20_cs_cat","0","0.53"
20,1,"2","cs",0.543,"cat",TRUE,"20_cs_cat","0","0.53"
20,1,"2","cs",2.025,"o",TRUE,"20_cs_o","0","2.03"
20,1,"2","cs",2.025,"o",TRUE,"20_cs_o","0","2.03"
20,1,"2","inf",1.565,"ap",TRUE,"20_inf_ap","0","1.57"
20,1,"2","inf",1.565,"ap",TRUE,"20_inf_ap","0","1.57"
20,1,"2","inf",0.573,"carrot",TRUE,"20_inf_carrot","0","0.57"
20,1,"2","inf",0.573,"carrot",TRUE,"20_inf_carrot","0","0.57"
21,1,"3","cd",1.021,"bal",TRUE,"21_cd_bal","0","1.03"
21,1,"3","cd",1.021,"bal",TRUE,"21_cd_bal","0","1.03"
21,1,"3","cs",0.064,"ban",TRUE,"21_cs_ban","0","0.07"
21,1,"3","cs",0.064,"ban",TRUE,"21_cs_ban","0","0.07"
21,1,"3","cs",1.168,"car",TRUE,"21_cs_car","0","1.17"
21,1,"3","cs",1.168,"car",TRUE,"21_cs_car","0","1.17"
21,1,"3","cs",0.858,"tb",TRUE,"21_cs_tb","0","0.87"
21,1,"3","cs",0.858,"tb",TRUE,"21_cs_tb","0","0.87"
21,1,"3","inf",1.148,"ap",TRUE,"21_inf_ap","0","1.13"
21,1,"3","inf",1.148,"ap",TRUE,"21_inf_ap","0","1.13"
21,1,"3","inf",1.02,"car",TRUE,"21_inf_car","0","1.03"
21,1,"3","inf",1.02,"car",TRUE,"21_inf_car","0","1.03"
22,1,"4","cd",0.692,"cat",TRUE,"22_cd_cat","0","0.70"
22,1,"4","cd",0.692,"cat",TRUE,"22_cd_cat","0","0.70"
22,1,"4","cs",0.432,"ap",TRUE,"22_cs_ap","0","0.43"
22,1,"4","cs",0.432,"ap",TRUE,"22_cs_ap","0","0.43"
22,1,"4","cs",0.346,"ban",TRUE,"22_cs_ban","0","0.33"
22,1,"4","cs",0.346,"ban",TRUE,"22_cs_ban","0","0.33"
22,1,"4","cs",0.221,"cat",TRUE,"22_cs_cat","0","0.23"
22,1,"4","cs",0.221,"cat",TRUE,"22_cs_cat","0","0.23"
22,1,"4","cs",0.43,"tb",TRUE,"22_cs_tb","0","0.43"
22,1,"4","cs",0.43,"tb",TRUE,"22_cs_tb","0","0.43"
22,1,"4","inf",0.731,"bic",TRUE,"22_inf_bic","0","0.73"
22,1,"4","inf",0.731,"bic",TRUE,"22_inf_bic","0","0.73"
23,1,"adult","cd",0.146,"car",TRUE,"23_cd_car","0","0.13"
23,1,"adult","cd",0.146,"car",TRUE,"23_cd_car","0","0.13"
23,1,"adult","cs",0.632,"ap",TRUE,"23_cs_ap","0","0.63"
23,1,"adult","cs",0.632,"ap",TRUE,"23_cs_ap","0","0.63"
23,1,"adult","cs",0.279,"bal",TRUE,"23_cs_bal","0","0.27"
23,1,"adult","cs",0.279,"bal",TRUE,"23_cs_bal","0","0.27"
23,1,"adult","cs",0.205,"ban",TRUE,"23_cs_ban","0","0.20"
23,1,"adult","cs",0.205,"ban",TRUE,"23_cs_ban","0","0.20"
23,1,"adult","cs",0.004,"car",TRUE,"23_cs_car","0","0.00"
23,1,"adult","cs",0.004,"car",TRUE,"23_cs_car","0","0.00"
23,1,"adult","cs",0.013,"cat",TRUE,"23_cs_cat","0","0.00"
23,1,"adult","cs",0.388,"f",TRUE,"23_cs_f","0","0.40"
23,1,"adult","cs",0.388,"f",TRUE,"23_cs_f","0","0.40"
23,1,"adult","inf",1.998,"bal",TRUE,"23_inf_bal","0","2.00"
23,1,"adult","inf",1.998,"bal",TRUE,"23_inf_bal","0","2.00"
23,1,"adult","inf",0.764,"ban",TRUE,"23_inf_ban","0","0.77"
23,1,"adult","inf",0.764,"ban",TRUE,"23_inf_ban","0","0.77"
23,1,"adult","inf",0.92,"d",TRUE,"23_inf_d","0","0.93"
23,1,"adult","inf",0.92,"d",TRUE,"23_inf_d","0","0.93"
24,1,"adult","cd",0.577,"ban",TRUE,"24_cd_ban","0","0.57"
24,1,"adult","cd",0.577,"ban",TRUE,"24_cd_ban","0","0.57"
24,1,"adult","cd",0.464,"bic",TRUE,"24_cd_bic","0","0.47"
24,1,"adult","cd",0.464,"bic",TRUE,"24_cd_bic","0","0.47"
24,1,"adult","cd",0.351,"o",TRUE,"24_cd_o","0","0.37"
24,1,"adult","cd",0.351,"o",TRUE,"24_cd_o","0","0.37"
24,1,"adult","cs",1.04,"ap",TRUE,"24_cs_ap","0","1.03"
24,1,"adult","cs",1.04,"ap",TRUE,"24_cs_ap","0","1.03"
24,1,"adult","cs",0.198,"bal",TRUE,"24_cs_bal","0","0.20"
24,1,"adult","cs",0.198,"bal",TRUE,"24_cs_bal","0","0.20"
24,1,"adult","cs",0.776,"car",TRUE,"24_cs_car","0","0.77"
24,1,"adult","cs",0.776,"car",TRUE,"24_cs_car","0","0.77"
24,1,"adult","cs",0.351,"cat",TRUE,"24_cs_cat","0","0.37"
24,1,"adult","cs",0.351,"cat",TRUE,"24_cs_cat","0","0.37"
24,1,"adult","cs",0.593,"f",TRUE,"24_cs_f","0","0.60"
24,1,"adult","cs",0.593,"f",TRUE,"24_cs_f","0","0.60"
24,1,"adult","cs",0.591,"o",TRUE,"24_cs_o","0","0.60"
24,1,"adult","cs",0.591,"o",TRUE,"24_cs_o","0","0.60"
24,1,"adult","cs",0.691,"tb",TRUE,"24_cs_tb","0","0.70"
24,1,"adult","cs",0.691,"tb",TRUE,"24_cs_tb","0","0.70"
24,1,"adult","inf",0.281,"carrot",TRUE,"24_inf_carrot","0","0.27"
24,1,"adult","inf",0.281,"carrot",TRUE,"24_inf_carrot","0","0.27"
25,1,"adult","cd",2.435,"ban",TRUE,"25_cd_ban","0","2.43"
25,1,"adult","cd",2.435,"ban",TRUE,"25_cd_ban","0","2.43"
25,1,"adult","cs",0.518,"carrot",TRUE,"25_cs_carrot","0","0.53"
25,1,"adult","cs",0.518,"carrot",TRUE,"25_cs_carrot","0","0.53"
25,1,"adult","cs",1.443,"f",TRUE,"25_cs_f","0","1.43"
25,1,"adult","cs",1.443,"f",TRUE,"25_cs_f","0","1.43"
25,1,"adult","cs",0.791,"tb",TRUE,"25_cs_tb","0","0.80"
25,1,"adult","cs",0.791,"tb",TRUE,"25_cs_tb","0","0.80"
25,1,"adult","inf",2.44,"carrot",TRUE,"25_inf_carrot","0","2.43"
25,1,"adult","inf",2.44,"carrot",TRUE,"25_inf_carrot","0","2.43"
